,Z_0,Z_1,Z_2,Z_3,Z_4,Z_5,Z_6,Z_7,Z_8,Z_9,Z_10,Z_11,Z_12,Z_13,Z_14,Z_15,Z_16,Z_17,Z_18,Z_19
Dppa4,0.05171231,-0.2605126,0.32553244,-0.07452336,-0.117219456,0.2694505,0.28170964,-0.07479676,0.28702903,1.0377007,0.42943257,-0.56459856,-0.0067655747,-0.18165179,0.01887802,0.035933923,-1.8534013,0.1287014,1.9179369,0.25058705
Dppa2,0.08186211,-0.37568358,0.6407945,0.13463765,-0.010310398,-0.20316646,0.40689176,-0.0053055193,0.28318986,1.0828558,0.494524,-0.5023779,-0.3385299,-0.3534122,0.54335463,-0.17011403,-1.2176175,0.4464276,2.8193169,0.072770596
Cpox,-0.12934996,0.043815378,-0.2161904,-0.0021988673,-0.12609324,-0.0780222,-0.0044063944,-0.052745383,-0.089823775,-0.6700695,-0.13934831,-0.51655096,-0.14208224,-0.18907657,0.28389072,0.041431013,-0.22606756,-0.3414659,-0.23035055,-0.18262714
Vgll3,-0.2584751,-0.38860652,-0.47041422,-0.5102504,0.6900686,-0.13689439,-0.32859188,0.86639565,-0.43283176,1.3767596,-0.37009713,0.5601665,-0.48073488,0.32819995,-2.0967715,0.39835685,-0.81027895,-0.45941347,1.6080961,-0.12314251
Mrap,-0.028264597,0.20091055,-0.0016244681,-0.18303707,-0.1022823,0.0123690665,0.015420487,0.012829242,0.0585957,0.42629197,-0.13533142,-0.36509833,-0.055911884,0.23098278,-0.8281868,0.17852367,-0.08612778,-2.7327685,2.3346937,-0.06741289
Olig2,0.12365648,-0.52764434,-0.38688836,-0.55325305,-0.5032897,-1.6018773,0.49254805,0.6318135,-0.19869153,-0.5763724,-0.011349018,0.0056101014,0.261505,-0.030157194,-2.4949985,0.049548995,0.41888967,0.43773127,3.520019,0.06712569
Clic6,-0.09664399,-0.49952582,0.08611202,-0.19132861,-0.26292396,-0.1143047,0.10701002,-0.4148936,-0.010531635,-0.143571,-0.2948861,-0.00033712824,0.2829584,0.0931764,0.55018616,-0.022980565,0.67707103,-0.09489067,1.5713035,0.1876939
Ripply3,-0.3460476,-0.006195264,-0.44316873,0.4803738,0.026426468,-0.6582908,0.3611177,-0.40021202,-0.3638751,1.2226509,0.07629897,0.14332709,0.4993679,0.15870847,-0.9691096,0.05268054,-0.18297145,-0.057167936,1.4050335,0.43993393
Sh3bgr,0.14121503,0.026310254,0.5915912,-0.3068561,-0.14670844,-0.51540697,-0.020755274,0.097118035,0.23949182,0.78940916,-0.11777502,0.24811012,-0.007338028,-0.17265959,-1.6526177,0.5230697,0.0943728,-0.7647168,0.9039142,-0.5535493
Tmprss2,-0.075625286,-0.06582178,-0.20306872,-0.06799734,-0.29176146,-0.39493445,-0.11341652,-0.5110969,0.31638208,0.99131936,-0.18010521,0.5246487,0.10719056,0.041963935,0.66893387,-0.2533169,0.1654352,0.18739559,1.7393168,0.112673044
Ezr,-0.0997851,0.06339238,-0.12212054,0.05476626,0.07719949,0.027591715,0.10038061,0.20611882,0.037811946,-0.1285087,-0.2853532,0.55852187,-0.18417867,0.023020474,0.52046406,0.11167783,-0.22603536,0.536724,-0.38638186,0.038686804
T,0.030523734,0.061284952,0.01643968,0.13590543,0.6674584,-0.56436825,0.0412271,-0.72046447,0.7045726,0.38555443,-0.37126806,-0.6729623,-0.4010758,-0.0895768,-1.2737867,-1.2731096,-0.20549273,0.6057009,0.3156144,0.3661892
Smoc2,-0.25730065,0.58593583,-0.06314505,0.25914758,0.06768973,-0.10548323,-0.37686437,-0.30261627,0.17743212,0.66328543,-0.31460226,0.5205305,-0.093497425,0.48441127,-2.2783356,0.5600198,0.3833137,-0.026873058,1.3271842,0.06410166
Dll1,0.11095043,-0.44292033,-0.3133933,-0.23702,0.20878033,-0.4922299,-0.56229174,0.13411337,-0.20283604,0.5564979,0.13544177,-0.18519282,-0.6181089,0.08931452,-1.8627816,-1.2467741,0.63226855,0.10367937,1.4196762,0.39301798
Lix1,-0.15780538,0.27632874,-0.10074654,0.138826,-0.04010159,-0.17289762,0.7267782,0.4492635,-0.11194574,0.22034629,-0.1593773,0.2712025,-0.41478017,0.042439863,-1.9564153,-0.116197094,0.6985707,-0.6735421,0.8085802,-0.062391855
Tnfrsf12a,-0.11763106,0.24161449,-0.17094566,0.06177458,-0.19100589,-0.37320817,0.0481543,-0.18599418,0.11219881,0.28862664,0.011114152,0.2651757,0.0767621,-0.0032330574,0.5519706,-0.1681159,-0.23555306,0.49287993,0.9588304,0.0066076545
Cldn6,-0.12175503,-0.05986027,-0.24870346,0.20094371,0.060330376,-0.3285154,-0.034755208,-0.4852542,0.03175739,-0.56403106,0.08905666,0.9163272,-0.10015084,-0.13543619,0.9525568,-0.088147774,-0.68634236,0.9760941,0.26619798,-0.08958846
Cldn9,-0.38398913,0.5636879,-0.34810606,0.130319,-0.17116396,-0.5523276,0.19686787,-0.33388495,0.3082361,0.2779054,0.10312602,0.96774477,0.06964441,-0.3984551,-0.76277816,-0.503151,-0.34694335,-0.057113852,1.7088181,0.13349828
Dcpp1,-0.25729173,0.27759942,0.6573708,0.17045477,-0.5219174,-0.21115178,-0.5924528,-1.3298761,0.17145704,1.8811475,-0.62629324,-0.7072248,-0.49387255,0.068352744,-3.042105,-0.6296922,-0.14167087,0.26540816,3.8105762,0.48536488
Dcpp3,-0.23356627,0.31624883,0.669027,0.34645072,-0.744183,-0.36955455,-0.70692235,-1.2118889,0.35293067,2.0537975,-0.5609064,-0.89016503,-0.16243549,-0.10169391,-2.5272741,-0.94368374,0.017143179,0.5838657,3.6244793,0.51518834
Tekt4,-0.014600092,-0.00821413,1.082322,0.42354867,-0.08977203,-0.35779163,-0.4462027,-1.0319813,0.04988809,1.4078252,-0.82191163,0.04809146,-0.23815246,-0.6255957,-2.8449674,-0.20195165,-0.7931027,-0.69993126,4.0120196,-0.06058883
Nkx2-5,0.08905725,-0.08311429,0.3625533,-0.47862497,-0.023458026,-0.4870616,0.8564695,-0.80512935,-0.8048451,1.5224911,-0.38572916,0.16146395,0.8468387,0.11575589,-1.5276188,0.13754354,0.9763689,-0.8434719,1.6327622,-0.53673625
Cdkn1a,-0.08277803,0.14276846,-0.3577145,0.091296464,0.39116514,-0.46522886,-0.116048805,0.039056413,0.6560887,-0.31903976,-0.26875755,-0.111668155,0.29917198,-0.15760663,-0.39766368,-0.12297448,0.11088725,0.13911474,0.5775404,-0.019119296
Tbc1d22bos,-0.12194872,0.46717706,-0.29669127,-0.002644143,-0.23756517,-0.748034,-0.16452573,-0.13835241,-0.27262437,2.1437929,-0.23684141,-0.8768041,0.018297361,-0.114188746,-0.83654743,0.008033026,0.4823554,-1.0722027,4.827982,0.18614839
Tff3,0.00021919412,0.61997837,0.64079976,0.04189328,-0.022742754,-0.26455992,-0.7177496,-0.22062168,-0.04396511,1.2735875,0.2571082,0.9338272,0.14575958,-0.46953282,-0.5623532,-0.10363034,1.0024621,-1.0491928,3.788515,-0.15870862
Rsph1,-0.071697496,0.18577729,0.42501354,0.061254445,0.172662,-0.15512022,-0.24264109,0.04630856,-0.33345366,0.11506292,-0.21960692,0.43920088,-0.12087493,-0.541731,-1.3983964,-0.22005509,-0.72133034,0.10422246,1.2688484,0.11300756
Cryaa,-0.39238495,0.883494,-0.066939816,0.120335795,0.21533424,-0.71679986,-0.4807512,0.093518406,0.34979424,2.8028588,0.089541055,-0.1157519,-0.52391875,-0.93005,-3.3310075,1.1936845,-0.8557815,-0.9493774,4.4150443,0.28222373
H2-Aa,-0.14851002,0.07531728,-0.34026814,-0.11414497,0.26965833,-0.29721448,-0.17406547,0.6460041,-0.14691137,1.1959311,-0.13770658,-0.0016145178,-0.16417237,0.12001793,-1.7582569,-0.08852695,-0.39490646,-0.45446905,2.6779993,0.25906378
Neu1,-0.01860331,-0.07254221,-0.088959016,0.07698366,-0.08481703,-0.17082477,0.054859817,0.1544494,-0.07194746,-0.048747055,-0.11244031,-0.0021648598,-0.10929381,0.02007607,0.47792313,0.14475572,0.15600885,0.005563725,0.6618076,0.14209025
Hspa1a,0.66284615,-0.19317026,-0.41001955,-0.11947212,-0.12653051,-0.116088256,-0.17428908,-0.04290195,0.015051879,0.8547285,-0.058033507,-0.38876152,-0.27650568,-0.4750247,-0.99670935,0.3006201,-0.560721,0.24363865,1.1473405,-0.12995294
Clic1,-0.138658,-0.06582915,0.011946706,0.13385382,0.0037451382,-0.13825232,0.06511657,0.014812479,0.061044846,-0.41877237,0.05070901,-0.13471472,0.029500738,-0.06663147,0.46137717,0.34253252,0.14224158,0.19606479,-1.061215,0.14031115
Apom,0.014142545,-0.18777053,0.15836513,0.014362418,-0.0017180614,0.3845884,0.02153708,-0.119294584,0.058088873,-0.20496576,0.02103947,0.2489515,0.048050705,0.1367266,1.1562524,-0.28590012,0.89533406,0.12583603,0.71270704,0.0022016
Pou5f1,-0.09452324,-0.20814571,0.06831362,0.0036110536,-0.017631361,0.23894988,-0.16514853,-0.054703917,0.1781801,-1.2712914,0.014780533,-0.049116276,0.16097893,-0.11983489,-1.2836584,-0.42681834,-0.5710811,1.2960968,-0.48897833,-0.17641032
Psors1c2,0.0693903,-0.257404,0.027264645,0.3568589,-0.098344535,-0.16576809,-0.62667567,-0.16985326,0.24920735,0.41196117,-0.23136728,-0.38648394,0.06603145,0.402238,-1.0281504,-0.49822035,-1.3214208,1.3744564,1.4836137,0.35485366
Gm20442,0.1891695,0.5696079,-0.0864444,0.50109065,-0.5842435,-0.03278865,-0.31674218,0.13595246,0.07246318,1.0944272,0.11165729,-0.32589903,0.07047819,-0.13994001,-1.5036592,-0.11211147,-0.014176816,-0.27798748,2.1802316,-0.17254245
Trim10,-0.11399619,-0.09914312,-0.00015459028,-0.15713179,-0.3028336,-0.003683229,0.14130823,-0.49115515,-0.32355517,0.25149634,-0.1238377,-0.41052118,-0.13657428,0.016061356,-0.9263384,-0.061138455,-0.19940495,-2.760964,2.4952252,-0.022799328
Ptcra,0.20746994,0.017933015,-0.21394953,0.15720169,-0.26673555,-0.19283935,0.12991405,0.23577893,-0.070233695,0.24235974,0.14955986,-0.1420617,-0.047675386,0.110783935,-0.6820525,0.057820473,-0.36440516,-0.028103925,1.1650904,-0.04154218
Ccnd3,-0.19077867,-0.047691084,-0.124930955,0.07375341,-0.04815606,-0.06028428,0.025092391,0.13607486,0.009917316,-0.11947487,-0.111282624,-0.2779522,0.01962153,0.0007205275,0.23207954,0.17212145,-0.45569235,-0.2196222,-1.3102403,0.030710515
Treml1,-0.086577676,-0.34773114,-0.4472221,-0.3148307,0.35681936,-0.36053666,-0.9516453,-0.03583312,-0.16766137,2.2313273,-0.7439529,-0.63392967,0.22600576,0.6394482,-2.0112302,0.130164,-0.37394622,-3.0146194,4.810257,0.97789997
Apobec2,0.004515297,0.2628014,0.6606476,-0.19208272,-0.031280942,-0.3102506,0.13557072,-0.41651312,-0.19408879,1.0423489,-0.31783712,-0.5163537,0.18240066,0.06940549,-0.2402726,0.5613329,0.77035266,-0.23842776,2.1639836,-0.029452162
Lama1,0.26930612,0.23340465,-0.2586423,-0.36235228,-0.36379924,-0.088130765,0.05835569,0.17248292,-0.25116307,1.1170344,0.21327604,-0.021383956,-0.12042641,0.59739876,-0.90916127,0.100463,0.99917674,0.14015077,1.5281273,0.4010035
Six3,0.078925,0.42527574,0.31938556,-0.58714396,-0.5908868,0.22023118,0.9354725,-0.9010763,-0.6315789,-0.054191228,0.38296434,1.0392678,-0.3737601,-0.52242714,-2.863587,-0.042875715,-0.9560527,-0.69128406,2.1204298,0.10526473
Epcam,-0.10358185,-0.11611587,-0.29471958,0.21172889,0.19644213,-0.11223141,-0.07938053,-0.28525266,0.04702049,-0.57863474,0.0944898,0.7136763,-0.05314207,-0.12837987,0.31579667,-0.11382761,-0.8773077,1.2231519,-0.06914982,0.021827392
Bambi,-0.08295642,0.13915226,-0.026068129,0.17543262,-0.07594355,-0.13060552,0.35753807,-0.28536642,-0.025954742,0.38486865,0.0006160855,-0.22098494,0.11565273,-0.1864199,-0.44636127,0.08814889,0.0835218,0.28242108,-0.96678096,-0.41270787
Gata6,-0.27185845,0.40739393,0.115343,-0.025085703,-0.2767984,-0.31742918,0.094764896,-0.28263125,-0.37392384,0.9099505,0.08284888,-0.52140194,-0.08232736,0.20200197,-0.7204185,0.25535935,1.1391189,0.70672655,0.5227789,-0.34577385
Ttr,-0.12476983,-0.1390587,0.1730435,0.042746477,-0.04914048,0.41105562,0.037652586,-0.11499911,-0.010177761,-0.39835575,0.027092338,0.33426148,0.1228901,0.08045135,1.2598354,-0.26750597,0.8862101,-0.0015046763,0.12694451,0.023501985
Gypc,-0.055706233,-0.29516017,-0.102799386,0.30046678,0.06446494,0.06722869,0.11117738,-0.17351079,-0.012918016,-0.01173563,-0.122313805,-0.9788763,0.0045015276,0.0019973232,-0.9201878,0.37725812,-0.47960767,-1.3316971,1.1521912,0.011441614
Reep5,-0.122474454,0.07667192,-0.12171444,-0.02592027,0.024976386,-0.115724936,-0.074291594,0.06560613,0.03248685,-0.08604307,0.02509931,-0.26588404,-0.037962824,0.022065902,0.38700053,0.20109011,0.090813436,0.120608136,-0.75449145,-0.041089237
Nme5,-0.15510492,0.41781068,0.19286835,0.12272528,-0.072016776,0.027339965,-0.14052656,-0.37832078,0.19053417,0.3334193,-0.6782849,0.18702628,0.010368039,-0.5729002,-2.1265197,-0.64512736,-0.44740278,-0.024598569,1.5970478,0.5239299
Ecscr,0.09330391,-0.44947246,0.12937173,0.35287118,0.16549028,-0.09505324,0.108928666,-0.055475447,0.3335933,1.1230711,-0.058556635,0.19814035,0.007122944,0.32008842,-1.3192378,0.6153764,0.017243523,0.03191039,0.33912733,0.5581362
Nrg2,0.16103622,0.14719251,-0.26085368,-0.013545087,0.038405646,-0.21350914,-0.18146634,0.37013355,-0.2895202,1.0313442,0.09904825,-0.62274194,-0.3705348,0.37205994,-1.9793569,0.20198281,0.16791895,-0.04986922,2.6350527,0.1714208
Cystm1,-0.062248547,0.026264414,0.08911112,-0.05755616,-0.28118083,-0.49513015,0.18134283,0.07079063,0.38551337,0.19027911,-0.030873585,0.7586064,-0.04208455,-0.14808673,0.68315905,-0.26470318,-0.34539324,0.22573915,0.35639098,0.16965759
Pcdhgb5,-0.044634704,-0.26852944,0.17148851,-0.15775931,-0.47649184,0.0022136797,0.3081794,0.123080194,-0.16363712,1.9905021,-0.1501584,0.01706655,-0.19655396,0.11584485,-2.812965,0.35185626,0.66128236,-0.25803146,3.1609478,0.5767985
Spink1,-0.11851313,-0.07272441,0.057097647,-0.056505613,-0.37115675,0.17218024,0.034335345,-0.6045967,0.11422211,-0.19319955,-0.06617918,0.29375505,0.14309126,0.13754831,0.95212185,-0.14309853,0.6824377,0.37508944,0.6750939,0.00799533
Cdo1,-0.22954983,0.40990835,-0.035652716,-0.08032758,0.23502041,-0.30486304,-0.17353578,0.06494005,0.114655815,0.11854235,-0.17884502,0.25330943,0.19519077,-0.18093774,-0.1561514,-0.17212903,0.66217643,0.30345,1.2184292,0.014009693
Snx2,-0.29465264,-0.051951475,-0.12251001,0.06978642,-0.07001005,-0.037657145,-0.009671638,0.13011046,-0.06114492,-0.32013136,-0.09880585,-0.17851008,-0.14067285,-0.3157764,0.4039525,0.06658446,0.008062763,0.15282042,-0.6456188,0.114089474
Ppic,-0.052976687,-0.1583918,0.0071378117,0.08069037,-0.034412466,0.15460101,-0.02633843,-0.055568375,0.014074146,0.085321754,-0.092152186,-0.65185285,-0.104385786,-0.042059153,-0.153481,0.23821636,0.2646769,0.12545255,-0.65332997,-0.24750839
Aldh7a1,-0.18366326,-0.017145004,-0.013928841,0.015813198,-0.028283518,-0.14582951,-0.03909061,0.18361464,-0.08079604,-0.56087345,-0.030035693,0.051028516,-0.08891835,-0.15185112,0.28541264,-0.017922528,0.118088305,0.24834281,-0.42734253,0.03515071
Ctxn3,-0.13190916,0.59243387,0.04319635,0.67441416,0.8769556,-1.087967,-0.105432205,-0.05709124,-0.74199003,0.20701413,-0.047191657,0.96703357,-0.11931571,0.18493663,-2.948898,0.30990228,-0.64666927,-1.7401805,3.6261175,0.26363286
Cd74,-0.27217743,0.24476275,-0.3766012,-0.1890521,0.46477076,-0.1704464,-0.3364641,0.35276532,-0.23797111,0.75505984,0.15271431,0.037319247,0.032201484,0.31850857,-1.6713564,0.6995954,-0.5560796,0.033465136,2.6187048,-0.13556321
Cdx1,-0.052736178,-0.16233894,-0.50547504,0.3679575,-0.38388354,0.21879725,-0.21539432,0.029462885,0.8759109,0.34157914,-0.7126608,0.338418,0.41262975,0.13475052,-1.4822937,-1.2870852,0.35981584,-0.5201956,0.28709355,0.13982433
Fech,-0.268323,0.09566108,-0.22201808,0.00625593,-0.03405697,-0.081351906,0.016798353,0.08091809,-0.04903306,-0.4345879,-0.26089835,-0.42352816,-0.03914099,-0.25092638,0.18145701,0.081944264,-0.1255641,-0.4767515,0.1919634,-0.14408289
Rax,-0.15860924,0.08373744,0.6350975,-0.44195905,-1.1896333,0.049940575,0.959313,-0.20251867,-0.6122963,0.026833365,0.41572723,1.0031571,-0.3984889,-0.5600939,-1.958923,0.7530401,-0.8080926,-0.7461742,2.8435466,0.31197843
Pmaip1,-0.13024385,0.0065161716,0.089751884,0.006731348,-0.064083144,-0.02845598,-0.044849556,0.31348974,0.042257678,-0.68717325,-0.00455355,-0.3219242,-0.34687367,0.05537568,-1.1894987,-0.288711,-0.6746192,0.7927786,0.5147099,-0.09810248
Tubb6,-0.2059038,-0.18622954,0.024828091,0.07603806,-0.08586631,-0.018112497,-0.07774102,0.29181048,0.13672745,0.50411624,-0.005586189,-0.054410223,-0.04107537,-0.054718476,-0.44394025,0.16095111,-0.32461396,0.32885793,-1.1122729,0.2776789
Rab27b,-0.28977928,-0.33807707,-0.6406322,0.055645384,0.042950224,-0.3484021,-0.3579188,-0.5042868,-0.09744665,1.0845499,-0.15601063,-0.49905562,0.016426332,0.4527348,-1.2151791,0.40808517,-0.14804772,-1.6984172,2.1081862,0.43352717
Cfap53,-0.026846513,0.11065468,0.48264638,0.5283058,-0.12289184,-0.45596036,-0.4190289,-0.6602219,-0.07311794,0.792334,-0.37744635,0.15310249,0.009663308,-0.58163893,-2.159165,-0.3403722,-0.96563053,-0.3167126,2.7231066,0.09293713
Cndp2,-0.28308395,0.023333548,-0.078609325,0.00427804,-0.08120569,-0.104606606,-0.06976632,0.26454365,-0.12560041,-0.36274147,-0.071059756,-0.035707127,-0.095905684,-0.07938119,0.32396013,-0.16686884,0.26755154,0.16901413,-0.27329466,0.1006192
Gal,0.1550109,0.076338455,0.49383757,-0.35705188,0.5747822,0.2528163,-0.9865485,0.17865568,0.6528736,0.77591413,-0.30954784,-0.33549085,-0.01851696,-0.40605107,-1.8829421,-0.92790705,0.26802084,0.11227831,1.4350561,-0.25710568
Gm17552,0.04431858,0.032466732,-0.19726186,0.40737498,0.18681875,-0.28301507,0.054673634,0.3226241,-0.83278537,1.4401578,-0.56389153,-0.23672797,0.16779532,-0.098142006,-2.088913,0.18282829,-0.4288223,-1.0563565,3.673502,-0.22924276
Rasgrp2,0.06839062,-0.5741285,0.25294843,0.028612163,0.110950656,-0.14554225,-0.18286297,-0.042247318,0.08494035,-1.4995533,-0.047128458,-0.28100228,0.16867599,0.056408945,0.13080435,0.24151173,0.0697862,0.18823367,0.39706612,0.16387545
Fermt3,-0.16348815,-0.37600768,-0.04715861,0.30824327,-0.051391974,-0.15348113,-0.21987653,-0.38090134,0.012107962,-0.18614933,-0.26794872,-0.73765266,0.09265915,0.15838753,-0.89051384,0.37071514,-0.54640293,-1.5175337,1.8728229,0.25834602
Ahnak,0.14694487,0.101359196,-0.4309843,0.13061331,-0.032041587,0.16580379,-0.04328838,-0.25869143,0.013398817,1.6968021,-0.28139317,-0.24330336,-0.05263297,0.25748476,-0.5033136,0.39265203,-0.3947526,-0.93717813,0.35688028,-0.5208764
Fth1,-0.15650964,-0.035405338,0.05763105,0.13928637,-0.07159096,0.00048824964,0.059722353,-0.12232528,0.062479187,-1.0871106,-0.104466274,-0.16706997,0.0040345853,-0.04931325,1.1484256,-0.039889265,0.09486449,0.16232583,-2.2275462,-0.05863472
Pga5,-0.37661436,0.4213135,-0.36675304,-0.43532073,-0.57985425,0.058235217,0.48588142,-0.4314767,0.007726458,0.8992806,0.3845686,0.025793662,-0.14524904,-0.034670793,0.13680798,0.046132367,0.21600494,0.44378743,2.7461975,0.31032866
AW112010,-0.14717807,0.28295463,0.14916296,0.3456205,0.15026823,-0.32132503,-0.22849028,-1.0479547,-0.13864553,2.0887215,0.37580243,-0.5906431,0.022742677,-0.71073496,-2.5525498,0.50210285,-0.20835987,-0.9337639,3.23484,0.21811174
Ms4a4c,-1.0852271,0.6891818,-0.83676946,-0.077225894,0.69526273,-0.57189614,-0.50933033,-0.14128588,-0.92923594,3.1401935,-0.18733348,-0.8659275,0.61032003,0.021317447,-2.5816169,0.15841389,-0.49844646,-2.1584225,5.146982,0.33836994
Pfpl,-0.64031667,0.49612752,0.08224457,0.67564785,0.065235235,-1.2409455,-0.8029924,-0.30179724,-0.52530164,3.2567627,0.5307499,-1.0725695,-0.42212164,-0.19975942,-1.9112363,0.61464024,-0.55577135,-1.2213737,4.8909235,-0.71143687
Glyat,0.09523879,-0.3655254,-0.080573715,0.12951253,-0.03697121,-0.37487933,-0.28618976,0.19544996,-0.5157128,0.988168,-0.16906302,-0.21062316,-0.2824948,-0.05143564,-1.1472802,0.26798555,0.5305822,-0.054705042,3.3359041,-0.03926547
Anxa1,-0.41541395,-0.060652815,-0.20712176,0.16566136,0.85211307,-0.19152015,-0.58695424,0.5534291,-0.40163857,1.4429537,0.4534573,0.35337034,-0.3007143,-0.244452,-2.411633,1.0502595,-0.67358524,-1.5838486,3.198468,0.18228379
1700028P14Rik,-0.05691226,0.30336547,0.7165569,0.5293687,0.10151868,-0.12826426,-0.41013893,-0.74519116,-0.36403942,1.155923,-0.6053742,0.13178784,-0.18705894,-0.5211013,-2.4946845,-0.65443105,-0.30025974,-0.52645624,3.0261834,0.44242075
Foxd4,0.07718005,-0.053708363,0.54893714,-0.9106668,-0.9619848,0.551593,0.15160118,-1.1842505,-0.50449854,0.5890952,-0.29789543,1.3154365,-0.7753349,-0.35045674,-3.440551,-0.12789425,-0.9246037,-0.89162385,2.5248272,0.5332247
Dmrt2,-0.49768934,0.7947722,-0.17625399,0.2828754,-0.6311778,-0.2744196,-0.67567664,0.45093977,-0.3753318,1.1900342,-0.03298089,0.002579051,0.10860328,-0.46536243,-1.7977554,-0.020826746,0.07887778,-0.63551736,2.462519,0.6881372
Gldc,0.062458515,-0.18933551,-0.15942295,0.17857544,-0.1889643,-0.2658976,0.11846939,0.083399445,0.034093045,-0.34767053,0.010229568,0.19816583,-0.09666913,0.0018162093,0.53846467,-0.2134119,-0.42702013,0.48774126,0.5768169,0.22531845
Mbl2,0.07871271,-0.20898098,0.094575964,0.11102582,-0.09068365,0.11247994,-0.07913033,0.4517226,-0.11814552,0.58219993,0.15188895,0.057648756,0.05876,0.11124747,0.20978226,-0.24965942,0.79924357,-0.030003602,2.907865,0.0022108627
Dkk1,-0.22424641,0.32745484,-0.47679162,-0.35128987,-0.121746026,0.0700818,0.69041663,-0.49125743,-0.06913486,0.2312469,0.017329743,0.19648781,-0.40009758,0.011560814,-1.049148,-0.46931806,1.001563,0.7979784,0.4987361,0.12481415
Acta2,-0.085794546,0.27363878,0.2967339,-0.39180493,0.47847846,-0.16560175,-0.38190338,0.027948834,0.37996605,1.3546869,-0.15256774,0.042739477,-0.3374021,0.4165703,-1.6907055,0.25573456,0.7399724,-1.3870128,0.16434543,-0.39599732
Ifit1,-0.3635189,-0.1096744,-0.073870644,0.045941748,0.5285826,-0.24795358,-0.3717547,-0.036067292,-0.61897755,1.9950292,0.083459266,-0.12971672,0.19816203,-0.20033744,-2.6856594,0.5521943,-0.691932,-0.46192825,3.6069274,-0.42172056
Ankrd1,0.097688615,0.09810283,0.18214159,-0.7670001,0.32648614,-0.12229575,0.3313461,-0.42283025,0.28471196,1.3722928,-0.4918292,-0.050568316,0.12889571,0.21138844,-1.6407077,0.4079739,0.4583687,-1.2076141,1.8592546,-0.027290149
Pcgf5,-0.058278594,-0.20848364,-0.022825124,0.038208246,-0.09599428,0.049162176,0.120817594,0.051747482,0.17480831,0.57125986,-0.013312392,-0.34996703,0.1319107,-0.08942833,0.45751503,0.39193064,-0.030277325,0.10342634,-0.105477415,-0.35229766
Fgfbp3,-0.038440157,-0.24970882,-0.5233605,-0.14931232,-0.6961233,0.05354845,0.19487007,0.38798645,0.36769953,-0.19539219,-0.5886811,0.22875945,0.11540157,0.015396674,-1.4389127,0.015059322,-0.16953544,-0.41099766,1.0213572,0.30417126
